fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2023-06-30,USD,383044000000,168788000000,25929000000,118332000000,2231000000,38804000000,95440000000,121208000000,None,31176000000,1966000000,29210000000,214416000000,33616000000,92403000000,9421000000,6822000000,115903000000,77709000000,5313000000,4513000000,1317000000,0,38194000000,1841000000,11099000000,999000000,10100000000,-137000000,68550000000,1765000000,267141000000,None,200884000000,72248000000,12629000000,GOOGL
2023-03-31,USD,369491000000,161985000000,25924000000,115102000000,2315000000,36036000000,92466000000,117560000000,None,30962000000,1968000000,28994000000,208310000000,33733000000,89178000000,8532000000,6439000000,108597000000,68854000000,4184000000,4325000000,1371000000,0,39743000000,1836000000,11199000000,999000000,10200000000,-140000000,58330000000,2373000000,260894000000,None,196625000000,70269000000,12722000000,GOOGL
2022-12-31,USD,365264000000,164795000000,21879000000,113762000000,2670000000,40258000000,202772000000,112668000000,59042000000,31044000000,2084000000,28960000000,212885000000,32795000000,91883000000,10775000000,8707000000,109120000000,69300000000,5128000000,4507000000,298000000,0,39820000000,1844000000,15312000000,0,9900000000,15312000000,57787000000,2247000000,256144000000,None,195563000000,68184000000,12849000000,GOOGL
2022-09-30,USD,358255000000,166109000000,21984000000,116259000000,3156000000,36176000000,85083000000,108363000000,None,31026000000,2192000000,28834000000,129424000000,31719000000,94275000000,10518000000,5670000000,104629000000,65979000000,6303000000,4179000000,414000000,0,38650000000,1799000000,14653000000,None,9700000000,-146000000,53806000000,2371000000,253626000000,None,196220000000,66258000000,12971000000,GOOGL
2022-06-30,USD,355185000000,172371000000,17936000000,124997000000,1980000000,37073000000,77991000000,106223000000,None,25326000000,1377000000,23949000000,142135000000,32065000000,107061000000,8321000000,5712000000,99766000000,61354000000,4409000000,3744000000,82000000,0,38412000000,1884000000,12850000000,None,10400000000,-150000000,51376000000,2422000000,255419000000,None,196845000000,64402000000,13078000000,GOOGL
2022-03-31,USD,357096000000,177853000000,20886000000,133970000000,1369000000,35622000000,76425000000,104218000000,None,24323000000,1313000000,23010000000,147340000000,31944000000,113084000000,6892000000,5778000000,103092000000,61948000000,3436000000,3697000000,181000000,0,41144000000,1944000000,14791000000,None,11400000000,-153000000,53047000000,2242000000,254004000000,None,195221000000,62832000000,658763000,GOOGL
2021-12-31,USD,359268000000,188143000000,20945000000,139649000000,1170000000,40270000000,172625000000,97599000000,49414000000,24373000000,1417000000,22956000000,152164000000,31049000000,118704000000,8020000000,5361000000,107633000000,64254000000,6037000000,3823000000,113000000,0,43379000000,1973000000,15440000000,0,12400000000,15440000000,52740000000,2205000000,251635000000,None,191484000000,61774000000,662121000,GOOGL
2021-09-30,USD,347403000000,184110000000,23719000000,142003000000,1278000000,34800000000,70162000000,94631000000,None,24172000000,1549000000,22623000000,146960000000,27601000000,118284000000,6029000000,4276000000,102836000000,61782000000,4616000000,6978000000,249000000,0,41054000000,1447000000,12300000000,0,12300000000,-159000000,52097000000,2250000000,244567000000,None,183782000000,61193000000,664682000,GOOGL
2021-06-30,USD,335387000000,175697000000,23630000000,135863000000,907000000,32851000000,69593000000,91697000000,None,24032000000,1626000000,22406000000,140465000000,27132000000,112233000000,6076000000,4298000000,97822000000,55741000000,4708000000,6425000000,117000000,0,42081000000,1491000000,12400000000,0,12400000000,-163000000,46281000000,2270000000,237565000000,None,176939000000,60436000000,667637000,GOOGL
2021-03-31,USD,327095000000,172137000000,26622000000,135104000000,888000000,28499000000,68952000000,87606000000,None,24164000000,1823000000,22341000000,142520000000,26894000000,108482000000,7646000000,4167000000,97082000000,55453000000,4801000000,3220000000,1090000000,0,41629000000,1052000000,14000000000,1000000000,13000000000,-165000000,46074000000,2146000000,230013000000,None,170580000000,59436000000,671094000,GOOGL
2020-12-31,USD,319616000000,174296000000,26465000000,136694000000,728000000,31384000000,146720000000,84749000000,41713000000,22620000000,1445000000,21175000000,138984000000,22103000000,110229000000,5490000000,3953000000,97072000000,56834000000,5589000000,3024000000,1100000000,0,40238000000,1100000000,15319000000,999000000,14000000000,15319000000,47008000000,2269000000,222544000000,None,163401000000,58510000000,675222000,GOOGL
2020-09-30,USD,299243000000,164369000000,20129000000,132596000000,835000000,25513000000,134874000000,81636000000,None,22390000000,1520000000,20870000000,134397000000,15956000000,112467000000,5425000000,3274000000,86323000000,48200000000,4391000000,2756000000,1121000000,0,38123000000,1074000000,14899000000,999000000,13900000000,-173000000,39972000000,2194000000,212920000000,None,155567000000,57307000000,677724000,GOOGL
2020-06-30,USD,278492000000,149069000000,17742000000,121080000000,815000000,21595000000,129423000000,78748000000,None,22521000000,1697000000,20824000000,122355000000,14161000000,103338000000,5579000000,2731000000,71170000000,43658000000,4064000000,2458000000,1136000000,0,27512000000,1171000000,5297000000,997000000,2963000000,-37000000,36117000000,1992000000,207322000000,None,151681000000,55937000000,681215000,GOOGL
2020-03-31,USD,273403000000,147018000000,19644000000,117229000000,889000000,23735000000,126385000000,87966000000,None,22574000000,1840000000,20734000000,114470000000,13567000000,97585000000,5165000000,2748000000,69744000000,40189000000,4099000000,2288000000,1312000000,0,19079000000,1154000000,5512000000,1312000000,3960000000,-40000000,32840000000,2427000000,203659000000,None,151068000000,53688000000,683972000,GOOGL
2019-12-31,USD,275909000000,152578000000,18498000000,119675000000,999000000,27492000000,123331000000,73646000000,30561000000,22603000000,1979000000,20624000000,119195000000,14378000000,101177000000,4412000000,2342000000,74467000000,45221000000,5561000000,2266000000,1199000000,0,19032000000,685000000,4685000000,0,3958000000,4685000000,36553000000,2534000000,201442000000,None,152122000000,50552000000,688335000,GOOGL
2019-09-30,USD,263044000000,148358000000,16032000000,121177000000,1401000000,21081000000,114686000000,69252000000,28153000000,19816000000,1747000000,18069000000,124290000000,13688000000,105145000000,4699000000,2225000000,68075000000,39224000000,4142000000,2043000000,None,0,19185000000,126000000,3956000000,None,3956000000,-44000000,9191000000,1637000000,194969000000,None,147125000000,49040000000,690906000,GOOGL
2019-06-30,USD,257101000000,147437000000,16587000000,121056000000,964000000,21317000000,109664000000,64891000000,26539000000,19902000000,1902000000,18000000000,222621000000,13312000000,104469000000,4100000000,2461000000,64909000000,37000000000,3925000000,2104000000,None,0,18821000000,120000000,3954000000,1064000000,3954000000,-46000000,9521000000,1499000000,192192000000,None,145346000000,47937000000,694050000,GOOGL
2019-03-31,USD,245349000000,138207000000,19148000000,113488000000,1053000000,19260000000,107142000000,60528000000,24730000000,20006000000,2063000000,17943000000,204944000000,15774000000,94340000000,4406000000,2547000000,61877000000,34910000000,3710000000,None,None,0,17479000000,114000000,3952000000,1142000000,3952000000,-48000000,9388000000,1417000000,183472000000,None,138720000000,46532000000,694782000,GOOGL
2018-12-31,USD,232792000000,135676000000,16701000000,109140000000,1107000000,21193000000,97116000000,59719000000,22788000000,20108000000,2220000000,17888000000,199328000000,15159000000,92439000000,4236000000,2693000000,55164000000,34620000000,4378000000,2180000000,None,0,19280000000,None,4062000000,None,3950000000,4062000000,7754000000,3545000000,177628000000,None,134885000000,45049000000,695556000,GOOGL
2018-09-30,USD,221538000000,129702000000,13443000000,106416000000,1212000000,18067000000,91836000000,55300000000,21828000000,20343000000,2448000000,17895000000,200680000000,12673000000,92973000000,4007000000,2838000000,51698000000,31301000000,3789000000,None,None,0,19079000000,None,3948000000,None,3948000000,-52000000,7993000000,3214000000,169840000000,None,128405000000,43111000000,695957000,GOOGL
2018-06-30,USD,211610000000,124157000000,14148000000,102254000000,698000000,17244000000,87453000000,51672000000,20204000000,20557000000,2662000000,17895000000,191247000000,12787000000,88106000000,3961000000,3052000000,49610000000,29903000000,3369000000,None,None,0,19228000000,None,3947000000,3981000000,3947000000,-53000000,7914000000,3237000000,162000000000,None,121282000000,42243000000,695946000,GOOGL
2018-03-31,USD,206935000000,123761000000,12658000000,102885000000,636000000,16814000000,83174000000,48845000000,18956000000,20671000000,2809000000,17862000000,104645000000,12476000000,90227000000,3426000000,2004000000,46110000000,25394000000,3526000000,1911000000,1329000000,1300000000,20322000000,None,3944000000,29000000,3944000000,1244000000,18943000000,3149000000,160825000000,None,120008000000,41487000000,694945000,GOOGL
2017-12-31,USD,197295000000,124308000000,10715000000,101871000000,749000000,18705000000,72987000000,42383000000,17264000000,19439000000,2692000000,16747000000,104357000000,13713000000,91156000000,2983000000,2672000000,44793000000,24183000000,3137000000,1772000000,0,0,20180000000,None,4026000000,3969000000,3943000000,4026000000,2874000000,3059000000,152502000000,None,113247000000,40247000000,694783000,GOOGL
2017-09-30,USD,189536000000,119345000000,10581000000,100143000000,765000000,15577000000,70191000000,40120000000,16238000000,19614000000,2883000000,16731000000,101706000000,12569000000,89562000000,2860000000,2683000000,32436000000,20693000000,2674000000,1615000000,None,13906000000,11592000000,None,3964000000,3964000000,3941000000,-59000000,2844000000,2924000000,157100000000,None,118237000000,39609000000,694790000,GOOGL
2017-06-30,USD,178621000000,112386000000,15711000000,94713000000,398000000,14877000000,66235000000,37676000000,15665000000,19537000000,2933000000,16604000000,90410000000,11942000000,79002000000,2398000000,None,30335000000,18685000000,2488000000,1571000000,None,12216000000,11281000000,None,3955000000,3955000000,3939000000,-61000000,2755000000,2853000000,148286000000,None,111505000000,38509000000,692876000,GOOGL
2017-03-31,USD,172756000000,108794000000,18132000000,92439000000,280000000,12969000000,63962000000,35936000000,14385000000,19684000000,3137000000,16547000000,84840000000,10931000000,74307000000,3106000000,None,27807000000,15256000000,2306000000,1471000000,None,803000000,12551000000,None,3937000000,None,3937000000,-63000000,10999000000,2763000000,144949000000,None,109420000000,37698000000,692108000,GOOGL
2016-12-31,USD,167497000000,105408000000,12918000000,86333000000,268000000,14232000000,62089000000,34234000000,13293000000,19775000000,3307000000,16468000000,84085000000,10578000000,73415000000,4575000000,1819000000,28461000000,16756000000,2041000000,1301000000,0,0,11705000000,None,4000000000,3935000000,3935000000,4000000000,13062000000,2665000000,139036000000,None,105131000000,36307000000,691293000,GOOGL
2016-09-30,USD,159948000000,98546000000,9406000000,83056000000,559000000,12395000000,61402000000,32753000000,13341000000,19395000000,3367000000,16028000000,83583000000,10205000000,73650000000,2536000000,None,25845000000,14323000000,2175000000,1092000000,0,171000000,11522000000,None,3938000000,None,3938000000,-62000000,11054000000,2561000000,134103000000,None,99798000000,35337000000,689136000,GOOGL
2016-06-30,USD,154292000000,94238000000,13627000000,78460000000,None,12262000000,60054000000,31413000000,12491000000,19293000000,3452000000,15841000000,75341000000,10520000000,64833000000,3016000000,None,26413000000,17341000000,1716000000,1051000000,2219000000,1999000000,9072000000,None,1984000000,2219000000,1984000000,-16000000,12506000000,2151000000,127879000000,None,94737000000,34293000000,686778000,GOOGL
2016-03-31,USD,149747000000,90955000000,15111000000,75264000000,None,12622000000,58792000000,30162000000,11833000000,19523000000,3657000000,15866000000,69819000000,9977000000,60153000000,2719000000,None,26178000000,17684000000,1667000000,1064000000,3221000000,1998000000,8494000000,None,1987000000,None,1987000000,-13000000,11863000000,1965000000,123569000000,None,91168000000,33695000000,686792000,GOOGL
2015-12-31,USD,147461000000,90114000000,16549000000,73066000000,491000000,13459000000,57347000000,29016000000,11130000000,19716000000,3847000000,15869000000,65462000000,9383000000,56517000000,3139000000,None,27130000000,19310000000,1931000000,939000000,3225000000,2000000000,7820000000,None,3225000000,1000000000,1995000000,5225000000,13366000000,1822000000,120331000000,None,89223000000,32982000000,687348000,GOOGL
2015-09-30,USD,144281000000,88103000000,18068000000,72767000000,2212000000,10036000000,56178000000,28338000000,10570000000,19698000000,4023000000,15675000000,58877000000,4813000000,54699000000,2688000000,None,28040000000,18457000000,1549000000,838000000,3237000000,2000000000,9583000000,None,1994000000,None,1994000000,-6000000,12966000000,1884000000,116241000000,None,85969000000,31864000000,686902000,GOOGL
2024-06-30,USD,230238000000,76431000000,32045000000,58080000000,None,14505000000,45677000000,102959000000,None,21634000000,984000000,20650000000,52126000000,56000000,26035000000,3846000000,9929000000,73475000000,27004000000,3173000000,1312000000,None,None,46471000000,19602000000,18389000000,None,18389000000,None,5762000000,2500000000,156763000000,None,81188000000,0,2534000000,META
2024-03-31,USD,222844000000,75330000000,32307000000,58120000000,None,13430000000,43270000000,98908000000,None,21479000000,829000000,20650000000,51683000000,57000000,25813000000,3696000000,8179000000,73315000000,28101000000,3785000000,1244000000,None,1676000000,45214000000,19246000000,18387000000,None,18387000000,37633000000,14845000000,1462000000,149529000000,None,76793000000,0,2545000000,META
2023-12-31,USD,229623000000,85365000000,41862000000,65403000000,None,16169000000,41588000000,96587000000,None,21442000000,788000000,20654000000,47140000000,58000000,23541000000,3793000000,7582000000,76455000000,31960000000,5712000000,1301000000,90000000,1623000000,52609000000,600000000,18385000000,None,18385000000,18385000000,5506000000,1370000000,153168000000,None,82070000000,0,2565000000,META
2023-09-30,USD,216274000000,78378000000,36890000000,61123000000,None,12944000000,40041000000,91772000000,None,21481000000,813000000,20668000000,48525000000,59000000,24233000000,4311000000,5468000000,73401000000,30531000000,5142000000,1035000000,85000000,1460000000,50276000000,574000000,18383000000,None,18383000000,18383000000,4931000000,8113000000,142873000000,None,75205000000,0,2576000000,META
2023-06-30,USD,206688000000,69560000000,28785000000,53446000000,None,12511000000,43030000000,87949000000,None,21515000000,856000000,20659000000,49381000000,59000000,24661000000,3603000000,8501000000,72655000000,29921000000,3865000000,1014000000,181000000,1396000000,49883000000,579000000,18382000000,None,18382000000,18382000000,4723000000,7912000000,134033000000,None,67980000000,0,2568000000,META
2023-03-31,USD,184491000000,52483000000,11551000000,37439000000,None,11044000000,41703000000,84156000000,None,21598000000,949000000,20649000000,51794000000,18000000,25888000000,4000000000,7188000000,59696000000,25381000000,4557000000,952000000,114000000,1479000000,41834000000,573000000,9925000000,None,9925000000,9925000000,4329000000,8219000000,124795000000,None,61241000000,0,2587000000,META
2022-12-31,USD,185727000000,59549000000,14681000000,40763000000,None,13466000000,40476000000,79518000000,None,21203000000,897000000,20306000000,52106000000,17000000,26082000000,5345000000,6583000000,60014000000,27026000000,6107000000,1008000000,129000000,10000000000,40191000000,558000000,9923000000,None,9923000000,19923000000,4906000000,7764000000,125713000000,None,64799000000,0,2639000000,META
2022-09-30,USD,178894000000,58315000000,14308000000,69244000000,None,11227000000,40346000000,73738000000,None,21143000000,875000000,20268000000,82271000000,33000000,54936000000,5312000000,5529000000,54800000000,22687000000,4846000000,991000000,64000000,1291000000,32630000000,517000000,19922000000,None,9922000000,19922000000,17011000000,7504000000,124094000000,None,67056000000,0,2682000000,META
2022-06-30,USD,169779000000,55987000000,12681000000,68297000000,None,11525000000,39702000000,67588000000,None,21194000000,965000000,20229000000,83208000000,34000000,55616000000,3973000000,4344000000,44012000000,22217000000,4990000000,1031000000,78000000,1275000000,22329000000,534000000,None,None,None,16067000000,16402000000,7003000000,125767000000,None,69249000000,0,2704000000,META
2022-03-31,USD,164218000000,59265000000,14886000000,43890000000,None,11390000000,36630000000,61582000000,None,20833000000,910000000,19923000000,58042000000,34000000,29004000000,3985000000,3522000000,40990000000,21086000000,4181000000,1037000000,81000000,1159000000,20428000000,524000000,None,None,None,14053000000,16161000000,7010000000,123228000000,None,67712000000,0,2725000000,META
2021-12-31,USD,165987000000,66666000000,16601000000,47998000000,None,14039000000,34771000000,57809000000,None,19831000000,634000000,19197000000,62828000000,34000000,31397000000,4629000000,2751000000,41108000000,21135000000,5135000000,1113000000,75000000,1127000000,26417000000,506000000,None,None,0,13873000000,15364000000,7227000000,124879000000,None,69761000000,0,2764000000,META
2021-09-30,USD,169585000000,75421000000,14496000000,58075000000,None,12088000000,33680000000,53726000000,None,19430000000,365000000,19065000000,87158000000,6758000000,43579000000,5258000000,3187000000,36225000000,17812000000,3104000000,881000000,72000000,1086000000,18920000000,507000000,None,None,None,12640000000,14067000000,6859000000,133360000000,None,79233000000,0,2814000000,META
2021-06-30,USD,170609000000,80697000000,16186000000,64080000000,None,11698000000,32610000000,50909000000,None,19733000000,514000000,19219000000,95788000000,6393000000,47894000000,4919000000,2352000000,32382000000,14874000000,1922000000,734000000,63000000,1051000000,18001000000,493000000,None,None,None,12007000000,12459000000,6552000000,138227000000,None,85097000000,0,2834000000,META
2021-03-31,USD,163523000000,77322000000,19513000000,64219000000,None,10276000000,32139000000,47720000000,None,19561000000,505000000,19056000000,89412000000,6342000000,44706000000,2827000000,2376000000,29866000000,12717000000,1884000000,712000000,53000000,1040000000,17623000000,474000000,None,None,None,11614000000,10417000000,6575000000,133657000000,None,82343000000,0,2847000000,META
2020-12-31,USD,159316000000,75670000000,17576000000,61954000000,None,11335000000,31779000000,45633000000,None,19673000000,623000000,19050000000,88756000000,62000000,44378000000,2381000000,2758000000,31026000000,14981000000,1331000000,717000000,54000000,1023000000,21539000000,469000000,None,None,None,10654000000,12245000000,6414000000,128290000000,None,77345000000,0,2854000000,META
2020-09-30,USD,146437000000,65799000000,11617000000,55620000000,None,8024000000,74474000000,42291000000,14137000000,19775000000,744000000,19031000000,88006000000,6164000000,44003000000,2155000000,2969000000,28706000000,11944000000,1106000000,711000000,62000000,975000000,17228000000,466000000,None,None,None,10616000000,9484000000,7121000000,117731000000,None,68513000000,0,2850000000,META
2020-06-30,USD,139691000000,68130000000,21045000000,58240000000,None,7483000000,71561000000,39006000000,13082000000,19888000000,859000000,19029000000,74390000000,None,37195000000,2407000000,3238000000,29244000000,11308000000,920000000,486000000,48000000,899000000,18360000000,424000000,None,None,None,10532000000,9225000000,8303000000,110447000000,None,62784000000,0,2850000000,META
2020-03-31,USD,138371000000,69349000000,23618000000,60289000000,None,7289000000,69022000000,37127000000,11612000000,19649000000,838000000,18811000000,73342000000,None,36671000000,1771000000,2887000000,33067000000,15069000000,829000000,457000000,879000000,835000000,18424000000,426000000,None,835000000,None,10344000000,13158000000,8489000000,105304000000,None,59160000000,0,2851000000,META
2019-12-31,USD,133376000000,66225000000,19079000000,54855000000,None,9518000000,31828000000,35323000000,10663000000,19609000000,894000000,18715000000,71552000000,None,35776000000,1852000000,2673000000,32322000000,15053000000,1363000000,503000000,855000000,800000000,18308000000,418000000,None,800000000,None,10324000000,12621000000,7745000000,101054000000,None,55692000000,0,2851000000,META
2019-09-30,USD,124418000000,62079000000,15979000000,52269000000,None,7673000000,62339000000,32284000000,9646000000,19191000000,853000000,18338000000,72580000000,None,36290000000,2137000000,2461000000,30419000000,13328000000,860000000,417000000,776000000,776000000,17091000000,9132000000,None,776000000,None,9132000000,11467000000,8735000000,93999000000,None,49789000000,0,2854000000,META
2019-06-30,USD,117006000000,57961000000,13877000000,48596000000,None,7513000000,59045000000,29999000000,8752000000,19328000000,994000000,18334000000,69438000000,None,34719000000,1852000000,2446000000,28244000000,12979000000,655000000,362000000,688000000,688000000,15265000000,7810000000,7122000000,688000000,None,7810000000,11438000000,8143000000,88762000000,None,44968000000,0,2855000000,META
2019-03-31,USD,109477000000,53300000000,11076000000,45243000000,None,6475000000,49430000000,27345000000,7657000000,19483000000,1150000000,18333000000,68334000000,None,34167000000,1582000000,2602000000,22961000000,9908000000,604000000,None,None,645000000,6488000000,7210000000,6565000000,645000000,None,7210000000,8517000000,6488000000,86516000000,None,43764000000,0,2856000000,META
2018-12-31,USD,97334000000,50480000000,10019000000,41114000000,None,7587000000,46854000000,24683000000,6890000000,19595000000,1294000000,18301000000,62190000000,None,31095000000,1779000000,2576000000,13207000000,7017000000,820000000,264000000,None,500000000,6190000000,418000000,None,None,None,500000000,5550000000,6190000000,84127000000,None,41981000000,0,2875000000,META
2018-09-30,USD,92452000000,49147000000,9637000000,41206000000,None,6058000000,43305000000,21112000000,6084000000,19755000000,1451000000,18304000000,63138000000,None,31569000000,1883000000,2438000000,12110000000,5462000000,590000000,None,None,None,6648000000,None,70000000,None,None,None,4757000000,6648000000,80342000000,None,38767000000,0,2885000000,META
2018-06-30,USD,90291000000,49833000000,11552000000,42309000000,None,5590000000,40458000000,18357000000,5561000000,19836000000,1573000000,18263000000,61514000000,None,30757000000,1934000000,2265000000,10909000000,4670000000,419000000,None,None,121000000,6239000000,None,121000000,121000000,None,None,4160000000,6239000000,79382000000,None,38237000000,0,2895000000,META
2018-03-31,USD,88945000000,50412000000,12082000000,43956000000,None,5115000000,38533000000,16211000000,5081000000,20003000000,1735000000,18268000000,31874000000,None,31874000000,1341000000,2319000000,11325000000,5086000000,593000000,None,None,98000000,6239000000,None,98000000,98000000,None,None,4399000000,6239000000,77620000000,None,36780000000,0,2906000000,META
2017-12-31,USD,84524000000,48563000000,8079000000,41711000000,None,5832000000,35961000000,13721000000,4616000000,20105000000,1884000000,18221000000,33632000000,None,33632000000,1020000000,2135000000,10177000000,3760000000,380000000,68000000,None,2081000000,6417000000,None,72000000,390000000,None,None,3282000000,6417000000,74347000000,None,33990000000,0,2910000000,META
2017-09-30,USD,78998000000,44203000000,7201000000,38289000000,None,4424000000,34795000000,12158000000,4288000000,20263000000,2050000000,18213000000,31088000000,None,31088000000,1490000000,2374000000,7790000000,3305000000,383000000,None,None,314000000,4485000000,None,None,314000000,None,None,2817000000,4485000000,71208000000,None,31209000000,0,2904000000,META
2017-06-30,USD,73843000000,40804000000,6252000000,35452000000,None,3897000000,33039000000,10628000000,4040000000,20315000000,2186000000,18129000000,29200000000,None,29200000000,1455000000,2096000000,7362000000,3315000000,323000000,None,None,278000000,4047000000,None,None,278000000,None,None,2904000000,4047000000,66481000000,None,27560000000,0,2900000000,META
2017-03-31,USD,68714000000,36930000000,7104000000,32306000000,None,3415000000,31784000000,9462000000,3570000000,20486000000,2360000000,18126000000,25202000000,None,25202000000,1209000000,1836000000,6526000000,2928000000,170000000,None,None,278000000,3598000000,None,None,278000000,None,None,2678000000,3598000000,62188000000,None,24175000000,0,2891000000,META
2016-12-31,USD,64961000000,34401000000,8903000000,29449000000,None,3993000000,30560000000,8591000000,3212000000,20657000000,2535000000,18122000000,20546000000,None,20546000000,959000000,1312000000,5767000000,2875000000,302000000,None,None,1247000000,5323000000,None,112000000,280000000,None,None,2483000000,2892000000,59194000000,None,21670000000,0,2881000000,META
2016-09-30,USD,60007000000,30328000000,6038000000,26140000000,None,3070000000,29346000000,7899000000,2879000000,20787000000,2702000000,18085000000,20102000000,None,20102000000,1118000000,990000000,4886000000,2595000000,260000000,None,None,239000000,2964000000,None,None,239000000,None,None,2257000000,2290000000,54115000000,None,18102000000,0,2871000000,META
2016-06-30,USD,55968000000,27010000000,5108000000,23293000000,None,2801000000,28729000000,7104000000,2652000000,20922000000,2879000000,18043000000,5715000000,None,18185000000,916000000,935000000,4373000000,2211000000,130000000,None,None,232000000,3145000000,None,None,232000000,None,None,2002000000,2170000000,50383000000,None,15475000000,0,2856000000,META
2016-03-31,USD,52262000000,23812000000,6456000000,20621000000,None,2348000000,28263000000,6467000000,2346000000,21096000000,3067000000,18029000000,4920000000,None,14165000000,843000000,886000000,3674000000,1809000000,149000000,None,None,216000000,3116000000,None,None,216000000,None,None,1605000000,1867000000,47150000000,None,13191000000,0,2843000000,META
2015-12-31,USD,49407000000,21652000000,4907000000,18434000000,None,2559000000,27755000000,5687000000,2132000000,21272000000,3246000000,18026000000,5029000000,None,13527000000,659000000,796000000,5189000000,1925000000,196000000,None,208000000,7000000,6152000000,107000000,201000000,201000000,None,201000000,1666000000,3157000000,44218000000,None,9787000000,0,2824000000,META
2015-09-30,USD,46469000000,19139000000,4308000000,15834000000,None,2010000000,27330000000,5335000000,2035000000,21461000000,3437000000,18024000000,5822000000,None,11526000000,1295000000,534000000,5049000000,1792000000,149000000,None,17000000,17000000,3257000000,109000000,109000000,17000000,None,126000000,1579000000,3148000000,41420000000,None,8226000000,0,2808000000,META
2015-06-30,USD,44130000000,16951000000,5123000000,14125000000,None,1815000000,27179000000,4955000000,1961000000,21630000000,3605000000,18025000000,5244000000,None,9002000000,1011000000,594000000,4678000000,1881000000,139000000,None,39000000,39000000,2797000000,110000000,110000000,39000000,None,149000000,1654000000,2687000000,39452000000,None,7330000000,0,2796000000,META
2015-03-31,USD,42007000000,15004000000,3419000000,12413000000,None,1508000000,27003000000,4619000000,1955000000,21779000000,3774000000,18005000000,4631000000,None,8994000000,1083000000,605000000,4506000000,1746000000,129000000,None,73000000,73000000,2760000000,113000000,113000000,73000000,None,186000000,1489000000,2647000000,37501000000,None,6611000000,0,2784000000,META
2014-12-31,USD,39966000000,13390000000,4315000000,11199000000,None,1678000000,26514000000,3967000000,1817000000,21910000000,3929000000,17981000000,3422000000,None,6884000000,793000000,699000000,3870000000,1424000000,176000000,None,114000000,114000000,4841000000,119000000,119000000,114000000,None,233000000,1068000000,2327000000,36096000000,None,6099000000,0,2761000000,META
2014-09-30,USD,24188000000,16115000000,8999000000,14250000000,None,1363000000,8073000000,3703000000,1616000000,3929000000,1317000000,2612000000,2747000000,None,5251000000,502000000,441000000,2950000000,1234000000,120000000,None,149000000,149000000,1716000000,129000000,129000000,149000000,None,278000000,917000000,1587000000,21238000000,None,5398000000,0,2587000000,META
2014-06-30,USD,20769000000,15557000000,4384000000,13956000000,None,1190000000,5212000000,3334000000,1460000000,1672000000,815000000,857000000,None,None,9572000000,411000000,206000000,2423000000,1214000000,146000000,None,173000000,173000000,1209000000,153000000,153000000,173000000,None,326000000,842000000,1056000000,18346000000,None,4592000000,0,2560000000,META
2014-03-31,USD,19028000000,14060000000,2998000000,12629000000,None,1006000000,4968000000,3074000000,1296000000,1682000000,842000000,840000000,None,None,9631000000,425000000,212000000,2291000000,1037000000,85000000,None,201000000,201000000,1254000000,191000000,191000000,201000000,None,392000000,713000000,1063000000,16737000000,None,3801000000,0,2545000000,META
2013-12-31,USD,17895000000,13070000000,3323000000,11449000000,None,1109000000,4825000000,2882000000,1260000000,1722000000,883000000,839000000,4704000000,None,8126000000,461000000,221000000,2425000000,1100000000,87000000,None,239000000,239000000,2211000000,237000000,237000000,239000000,0,476000000,736000000,1088000000,15470000000,None,3159000000,0,2456000000,META
2013-09-30,USD,14933000000,10549000000,3100000000,9328000000,None,872000000,4384000000,2685000000,1136000000,1609000000,847000000,762000000,None,None,6228000000,342000000,90000000,1885000000,984000000,36000000,None,288000000,288000000,901000000,287000000,287000000,288000000,0,575000000,624000000,614000000,13048000000,None,2636000000,0,2430000000,META
2013-06-30,USD,15724000000,11421000000,3001000000,10252000000,None,775000000,4303000000,2577000000,1014000000,1631000000,869000000,762000000,7251000000,None,7251000000,387000000,95000000,3375000000,1080000000,55000000,None,316000000,316000000,2295000000,351000000,1500000000,316000000,1500000000,1500000000,677000000,444000000,12349000000,None,2211000000,0,2407000000,META
2013-03-31,USD,15163000000,11042000000,2325000000,9472000000,None,659000000,4121000000,2533000000,1002000000,1501000000,847000000,654000000,7147000000,None,7147000000,485000000,87000000,3339000000,1063000000,75000000,None,338000000,338000000,2276000000,420000000,1500000000,338000000,1500000000,1500000000,620000000,356000000,11824000000,None,1878000000,0,2386000000,META
2012-12-31,USD,15103000000,11267000000,2384000000,9626000000,None,719000000,3836000000,2391000000,882000000,1388000000,801000000,587000000,7242000000,None,7242000000,471000000,57000000,3348000000,1052000000,65000000,None,365000000,365000000,2296000000,491000000,1500000000,365000000,1500000000,1500000000,592000000,305000000,11755000000,None,1659000000,0,2372000000,META
